30   0.177
25   0.178
20   0.178
15   0.178
12.5 0.178
10.0 0.1715
8.0  0.1645
7.0  0.160
6.0  0.150
5.0  0.135
4.0  0.112
3.0  0.081
2.5  0.0615
2.0  0.0390
1.5  0.0152
