30   0.4783
25   0.4715
20   0.462
15   0.4472
12.5 0.436
10.0 0.4203
8.5  0.407
7.0  0.388
6.0  0.3713
5.0  0.348
4.0  0.3145
3.0  0.2606
2.5  0.220
2.0  0.163
1.5  0.081
