30   0.333
25   0.333
20   0.333
15   0.333
10.0 0.323
8.0  0.312
6.0  0.295
5.0  0.2785
4.0  0.253
3.0  0.2092
2.5  0.176
2.0  0.1315
1.5  0.0675
