30   0.295
25   0.287
20   0.277
15   0.262
12.5 0.250
10.0 0.235
8.5  0.222
7.0  0.205
6.0  0.191
5.0  0.172
4.0  0.143
3.0  0.110
2.5  0.086
2.0  0.056
1.5  0.023
