30   0.286
25   0.287
20   0.287
15   0.287
9.0  0.283
8.0  0.282
7.0  0.279
6.0  0.274
5.0  0.263
4.0  0.2455
3.0  0.2133
2.5  0.1872
2.0  0.148
1.5  0.084
