30   0.6085
25   0.590
20   0.565
15   0.5285
12.5 0.503
8.5  0.441
7.0  0.4065
6.0  0.376
5.0  0.338
4.0  0.288
3.0  0.219
2.5  0.174
2.0  0.118
1.5  0.052
