30   0.3595
25   0.3567
20   0.3527
15   0.3464
12.5 0.3415
10.0 0.3342
8.5  0.3279
7.0  0.3188
6.0  0.3101
5.0  0.2977
4.0  0.279
3.0  0.2449
2.5  0.216
2.0  0.1715
1.5  0.096
